,,,,
"Census Counts, 2010",,,,
,,,,
Borough,Sex,Race/Ethnicity,Age Group,Population
Queens,Female,"Other races, non-Hispanic",10-11 yr,"1,396"
Queens,Female,"Other races, non-Hispanic",12-14 yr,"2,105"
Queens,Female,"Other races, non-Hispanic",15-17 yr,"2,269"
Queens,Female,"Other races, non-Hispanic",18-19 yr,"1,434"
Queens,Female,"Other races, non-Hispanic",20-24 yr,"3,731"
Queens,Female,"Other races, non-Hispanic",25-29 yr,"3,692"
Queens,Female,"Other races, non-Hispanic",30-34 yr,"3,751"
Queens,Female,"Other races, non-Hispanic",35-39 yr,"3,587"
Queens,Female,"Other races, non-Hispanic",40-44 yr,"3,878"
Queens,Female,"Other races, non-Hispanic",45-49 yr,"3,854"
Queens,Female,"Other races, non-Hispanic",50-54 yr,"3,483"
Queens,Female,"Other races, non-Hispanic",55-59 yr,"2,662"
Queens,Female,"Other races, non-Hispanic",60-64 yr,"2,144"
Queens,Female,"Other races, non-Hispanic",65-69 yr,"1,504"
Queens,Female,"Other races, non-Hispanic",70-74 yr,"1,073"
Queens,Female,"Other races, non-Hispanic",75-79 yr,705
Queens,Female,"Other races, non-Hispanic",80-84 yr,421
Queens,Female,"Other races, non-Hispanic",85+ yr,376
Staten Island,Male,"White, non-Hispanic",Less than 1,"1,457"
Staten Island,Male,"White, non-Hispanic",1-4 yr,"6,050"
Staten Island,Male,"White, non-Hispanic",5-9 yr,"8,415"
Staten Island,Male,"White, non-Hispanic",10-11 yr,"3,422"
Staten Island,Male,"White, non-Hispanic",12-14 yr,"5,361"
Staten Island,Male,"White, non-Hispanic",15-17 yr,"5,840"
Staten Island,Male,"White, non-Hispanic",18-19 yr,"3,613"
Staten Island,Male,"White, non-Hispanic",20-24 yr,"9,183"
Staten Island,Male,"White, non-Hispanic",25-29 yr,"8,840"
Staten Island,Male,"White, non-Hispanic",30-34 yr,"8,580"
Staten Island,Male,"White, non-Hispanic",35-39 yr,"9,586"
Staten Island,Male,"White, non-Hispanic",40-44 yr,"10,636"
Staten Island,Male,"White, non-Hispanic",45-49 yr,"11,722"
Staten Island,Male,"White, non-Hispanic",50-54 yr,"11,954"
Staten Island,Male,"White, non-Hispanic",55-59 yr,"10,943"
Staten Island,Male,"White, non-Hispanic",60-64 yr,"9,736"
Staten Island,Male,"White, non-Hispanic",65-69 yr,"6,969"
Staten Island,Male,"White, non-Hispanic",70-74 yr,"4,730"
Staten Island,Male,"White, non-Hispanic",75-79 yr,"3,696"
Staten Island,Male,"White, non-Hispanic",80-84 yr,"2,609"
Staten Island,Male,"White, non-Hispanic",85+ yr,"2,072"
Staten Island,Male,"Black, non-Hispanic",Less than 1,355
Staten Island,Male,"Black, non-Hispanic",1-4 yr,"1,289"
Staten Island,Male,"Black, non-Hispanic",5-9 yr,"1,678"
Staten Island,Male,"Black, non-Hispanic",10-11 yr,741
Staten Island,Male,"Black, non-Hispanic",12-14 yr,"1,169"
Staten Island,Male,"Black, non-Hispanic",15-17 yr,"1,234"
Staten Island,Male,"Black, non-Hispanic",18-19 yr,835
Staten Island,Male,"Black, non-Hispanic",20-24 yr,"1,749"
Staten Island,Male,"Black, non-Hispanic",25-29 yr,"1,468"
Staten Island,Male,"Black, non-Hispanic",30-34 yr,"1,300"
Staten Island,Male,"Black, non-Hispanic",35-39 yr,"1,276"
Staten Island,Male,"Black, non-Hispanic",40-44 yr,"1,504"
Staten Island,Male,"Black, non-Hispanic",45-49 yr,"1,633"
Staten Island,Male,"Black, non-Hispanic",50-54 yr,"1,485"
Staten Island,Male,"Black, non-Hispanic",55-59 yr,"1,069"
Staten Island,Male,"Black, non-Hispanic",60-64 yr,764
Staten Island,Male,"Black, non-Hispanic",65-69 yr,441
Staten Island,Male,"Black, non-Hispanic",70-74 yr,324
Staten Island,Male,"Black, non-Hispanic",75-79 yr,178
Staten Island,Male,"Black, non-Hispanic",80-84 yr,102
Staten Island,Male,"Black, non-Hispanic",85+ yr,65
Staten Island,Male,Hispanic,Less than 1,751
Staten Island,Male,Hispanic,1-4 yr,"3,170"
Staten Island,Male,Hispanic,5-9 yr,"3,779"
Staten Island,Male,Hispanic,10-11 yr,"1,501"
Staten Island,Male,Hispanic,12-14 yr,"2,108"
Staten Island,Male,Hispanic,15-17 yr,"2,258"
Staten Island,Male,Hispanic,18-19 yr,"1,521"
Staten Island,Male,Hispanic,20-24 yr,"3,715"
Staten Island,Male,Hispanic,25-29 yr,"3,467"
Staten Island,Male,Hispanic,30-34 yr,"3,313"
Staten Island,Male,Hispanic,35-39 yr,"3,099"
Staten Island,Male,Hispanic,40-44 yr,"2,871"
Staten Island,Male,Hispanic,45-49 yr,"2,547"
Staten Island,Male,Hispanic,50-54 yr,"2,095"
Staten Island,Male,Hispanic,55-59 yr,"1,464"
Staten Island,Male,Hispanic,60-64 yr,"1,053"
Staten Island,Male,Hispanic,65-69 yr,642
Staten Island,Male,Hispanic,70-74 yr,407
Staten Island,Male,Hispanic,75-79 yr,276
Staten Island,Male,Hispanic,80-84 yr,165
Staten Island,Male,Hispanic,85+ yr,114
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",Less than 1,181
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",1-4 yr,783
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",5-9 yr,"1,022"
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",10-11 yr,432
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",12-14 yr,734
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",15-17 yr,739
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",18-19 yr,451
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",20-24 yr,"1,135"
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",25-29 yr,"1,210"
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",30-34 yr,"1,111"
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",35-39 yr,"1,196"
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",40-44 yr,"1,205"
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",45-49 yr,"1,283"
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",50-54 yr,"1,411"
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",55-59 yr,"1,252"
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",60-64 yr,"1,102"
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",65-69 yr,675
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",70-74 yr,490
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",75-79 yr,263
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",80-84 yr,139
Staten Island,Male,"Asian/Pacific Islander, non-Hispanic",85+ yr,78
Staten Island,Male,"Other races, non-Hispanic",Less than 1,102
Staten Island,Male,"Other races, non-Hispanic",1-4 yr,446
Staten Island,Male,"Other races, non-Hispanic",5-9 yr,428
Staten Island,Male,"Other races, non-Hispanic",10-11 yr,185
Staten Island,Male,"Other races, non-Hispanic",12-14 yr,241
Staten Island,Male,"Other races, non-Hispanic",15-17 yr,231
Staten Island,Male,"Other races, non-Hispanic",18-19 yr,163
Staten Island,Male,"Other races, non-Hispanic",20-24 yr,296
Staten Island,Male,"Other races, non-Hispanic",25-29 yr,265
Staten Island,Male,"Other races, non-Hispanic",30-34 yr,223
Staten Island,Male,"Other races, non-Hispanic",35-39 yr,214
Staten Island,Male,"Other races, non-Hispanic",40-44 yr,220
Staten Island,Male,"Other races, non-Hispanic",45-49 yr,247
Staten Island,Male,"Other races, non-Hispanic",50-54 yr,213
Staten Island,Male,"Other races, non-Hispanic",55-59 yr,175
Staten Island,Male,"Other races, non-Hispanic",60-64 yr,144
Staten Island,Male,"Other races, non-Hispanic",65-69 yr,94
Staten Island,Male,"Other races, non-Hispanic",70-74 yr,53
Staten Island,Male,"Other races, non-Hispanic",75-79 yr,29
Staten Island,Male,"Other races, non-Hispanic",80-84 yr,29
Staten Island,Male,"Other races, non-Hispanic",85+ yr,10
Staten Island,Female,"White, non-Hispanic",Less than 1,"1,300"
Staten Island,Female,"White, non-Hispanic",1-4 yr,"5,737"
Staten Island,Female,"White, non-Hispanic",5-9 yr,"7,902"
Staten Island,Female,"White, non-Hispanic",10-11 yr,"3,133"
Staten Island,Female,"White, non-Hispanic",12-14 yr,"5,052"
Staten Island,Female,"White, non-Hispanic",15-17 yr,"5,347"
Staten Island,Female,"White, non-Hispanic",18-19 yr,"3,515"
Staten Island,Female,"White, non-Hispanic",20-24 yr,"9,026"
Staten Island,Female,"White, non-Hispanic",25-29 yr,"8,434"
Staten Island,Female,"White, non-Hispanic",30-34 yr,"8,842"
Staten Island,Female,"White, non-Hispanic",35-39 yr,"9,693"
Staten Island,Female,"White, non-Hispanic",40-44 yr,"11,105"
Staten Island,Female,"White, non-Hispanic",45-49 yr,"11,966"
Staten Island,Female,"White, non-Hispanic",50-54 yr,"12,905"
Staten Island,Female,"White, non-Hispanic",55-59 yr,"11,842"
Staten Island,Female,"White, non-Hispanic",60-64 yr,"10,977"
Staten Island,Female,"White, non-Hispanic",65-69 yr,"7,937"
Staten Island,Female,"White, non-Hispanic",70-74 yr,"5,753"
Staten Island,Female,"White, non-Hispanic",75-79 yr,"4,984"
Staten Island,Female,"White, non-Hispanic",80-84 yr,"4,426"
Staten Island,Female,"White, non-Hispanic",85+ yr,"4,879"
Staten Island,Female,"Black, non-Hispanic",Less than 1,310
Staten Island,Female,"Black, non-Hispanic",1-4 yr,"1,252"
Staten Island,Female,"Black, non-Hispanic",5-9 yr,"1,709"
Staten Island,Female,"Black, non-Hispanic",10-11 yr,673
Staten Island,Female,"Black, non-Hispanic",12-14 yr,"1,131"
Staten Island,Female,"Black, non-Hispanic",15-17 yr,"1,282"
Staten Island,Female,"Black, non-Hispanic",18-19 yr,809
Staten Island,Female,"Black, non-Hispanic",20-24 yr,"1,762"
Staten Island,Female,"Black, non-Hispanic",25-29 yr,"1,684"
Staten Island,Female,"Black, non-Hispanic",30-34 yr,"1,659"
Staten Island,Female,"Black, non-Hispanic",35-39 yr,"1,617"
Staten Island,Female,"Black, non-Hispanic",40-44 yr,"1,870"
Staten Island,Female,"Black, non-Hispanic",45-49 yr,"1,979"
Staten Island,Female,"Black, non-Hispanic",50-54 yr,"1,688"
Staten Island,Female,"Black, non-Hispanic",55-59 yr,"1,274"
Staten Island,Female,"Black, non-Hispanic",60-64 yr,985
Staten Island,Female,"Black, non-Hispanic",65-69 yr,670
Staten Island,Female,"Black, non-Hispanic",70-74 yr,532
Staten Island,Female,"Black, non-Hispanic",75-79 yr,331
Staten Island,Female,"Black, non-Hispanic",80-84 yr,233
Staten Island,Female,"Black, non-Hispanic",85+ yr,204
Staten Island,Female,Hispanic,Less than 1,768
Staten Island,Female,Hispanic,1-4 yr,"2,992"
Staten Island,Female,Hispanic,5-9 yr,"3,590"
Staten Island,Female,Hispanic,10-11 yr,"1,395"
Staten Island,Female,Hispanic,12-14 yr,"1,976"
Staten Island,Female,Hispanic,15-17 yr,"2,145"
Staten Island,Female,Hispanic,18-19 yr,"1,431"
Staten Island,Female,Hispanic,20-24 yr,"3,281"
Staten Island,Female,Hispanic,25-29 yr,"3,199"
Staten Island,Female,Hispanic,30-34 yr,"3,299"
Staten Island,Female,Hispanic,35-39 yr,"3,079"
Staten Island,Female,Hispanic,40-44 yr,"3,063"
Staten Island,Female,Hispanic,45-49 yr,"2,807"
Staten Island,Female,Hispanic,50-54 yr,"2,238"
Staten Island,Female,Hispanic,55-59 yr,"1,713"
Staten Island,Female,Hispanic,60-64 yr,"1,307"
Staten Island,Female,Hispanic,65-69 yr,819
Staten Island,Female,Hispanic,70-74 yr,606
Staten Island,Female,Hispanic,75-79 yr,466
Staten Island,Female,Hispanic,80-84 yr,320
Staten Island,Female,Hispanic,85+ yr,241
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",Less than 1,169
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",1-4 yr,726
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",5-9 yr,"1,011"
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",10-11 yr,414
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",12-14 yr,712
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",15-17 yr,752
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",18-19 yr,403
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",20-24 yr,991
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",25-29 yr,"1,140"
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",30-34 yr,"1,276"
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",35-39 yr,"1,441"
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",40-44 yr,"1,418"
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",45-49 yr,"1,526"
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",50-54 yr,"1,490"
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",55-59 yr,"1,313"
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",60-64 yr,"1,160"
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",65-69 yr,778
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",70-74 yr,532
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",75-79 yr,329
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",80-84 yr,203
Staten Island,Female,"Asian/Pacific Islander, non-Hispanic",85+ yr,158
Staten Island,Female,"Other races, non-Hispanic",Less than 1,104
Staten Island,Female,"Other races, non-Hispanic",1-4 yr,397
Staten Island,Female,"Other races, non-Hispanic",5-9 yr,481
Staten Island,Female,"Other races, non-Hispanic",10-11 yr,155
Staten Island,Female,"Other races, non-Hispanic",12-14 yr,262
Staten Island,Female,"Other races, non-Hispanic",15-17 yr,222
Staten Island,Female,"Other races, non-Hispanic",18-19 yr,138
Staten Island,Female,"Other races, non-Hispanic",20-24 yr,320
Staten Island,Female,"Other races, non-Hispanic",25-29 yr,281
Staten Island,Female,"Other races, non-Hispanic",30-34 yr,256
Staten Island,Female,"Other races, non-Hispanic",35-39 yr,271
Staten Island,Female,"Other races, non-Hispanic",40-44 yr,266
Staten Island,Female,"Other races, non-Hispanic",45-49 yr,295
Staten Island,Female,"Other races, non-Hispanic",50-54 yr,264
Staten Island,Female,"Other races, non-Hispanic",55-59 yr,208
Staten Island,Female,"Other races, non-Hispanic",60-64 yr,142
Staten Island,Female,"Other races, non-Hispanic",65-69 yr,99
Staten Island,Female,"Other races, non-Hispanic",70-74 yr,80
Staten Island,Female,"Other races, non-Hispanic",75-79 yr,43
Staten Island,Female,"Other races, non-Hispanic",80-84 yr,37
Staten Island,Female,"Other races, non-Hispanic",85+ yr,34
